Python File,Function Name,Lines of Code,Cyclomatic Complexity,Number of Calls,Functions Called
C:/Users/DELL/robotframework\atest\testdata\libdoc\KeywordOnlyArgs.py,kw_only_args,4,2,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\KeywordOnlyArgs.py,kw_only_args_with_varargs,4,2,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\LibraryArguments.py,__init__,6,7,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\LibraryArguments.py,keyword,6,7,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\LibraryDecorator.py,kw,9,4,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\LibraryDecorator.py,not_kw,9,4,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,keyword,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,get_hello,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,non_string_defaults,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,non_ascii_string_defaults,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,non_ascii_bytes_defaults,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,multiline_doc_with_split_short_doc,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,non_ascii_doc,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,non_ascii_doc_with_escapes,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,name_set_in_method_signature,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,takes_embedded_args,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,keyword_with_tags_1,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,setting_both_name_and_tags_by_decorator,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,keyword_with_tags_3,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\module.py,robot_espacers,57,14,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\NewStyleNoInit.py,keyword,4,3,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\no_arg_init.py,__init__,6,4,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\no_arg_init.py,keyword,6,4,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\toc.py,keyword,13,1,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\TOCWithInitsAndKeywords.py,__init__,14,4,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\TOCWithInitsAndKeywords.py,keyword,14,4,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\toc_no_keywords.py,_keyword,13,1,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\TypesViaKeywordDeco.py,A_basics,22,7,1,keyword
C:/Users/DELL/robotframework\atest\testdata\libdoc\TypesViaKeywordDeco.py,B_with_defaults,22,7,1,keyword
C:/Users/DELL/robotframework\atest\testdata\libdoc\TypesViaKeywordDeco.py,C_varags_and_kwargs,22,7,1,keyword
C:/Users/DELL/robotframework\atest\testdata\libdoc\TypesViaKeywordDeco.py,D_unknown_types,22,7,1,keyword
C:/Users/DELL/robotframework\atest\testdata\libdoc\TypesViaKeywordDeco.py,E_non_type_annotations,22,7,1,keyword
C:/Users/DELL/robotframework\atest\testdata\libdoc\TypesViaKeywordDeco.py,F_kw_only_args,22,7,1,keyword
C:/Users/DELL/robotframework\atest\testdata\libdoc\LIBPKG\__init__.py,keyword_in_json,6,6,0,
C:/Users/DELL/robotframework\atest\testdata\libdoc\LIBPKG\__init__.py,keyword_in_resource,6,6,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\failing_listener.py,__init__,13,6,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\failing_listener.py,__call__,13,6,1,AssertionError
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\keyword_running_listener.py,start_suite,15,6,1,run_keyword
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\keyword_running_listener.py,end_suite,15,6,1,run_keyword
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\keyword_running_listener.py,start_test,15,6,1,run_keyword
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\keyword_running_listener.py,end_test,15,6,1,run_keyword
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\keyword_running_listener.py,start_keyword,15,6,1,run_keyword
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\keyword_running_listener.py,end_keyword,15,6,1,run_keyword
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\LinenoAndSource.py,__init__,37,14,1,open
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\LinenoAndSource.py,start_suite,37,14,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\LinenoAndSource.py,end_suite,37,14,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\LinenoAndSource.py,start_test,37,14,1,open
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\LinenoAndSource.py,end_test,37,14,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\LinenoAndSource.py,start_keyword,37,14,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\LinenoAndSource.py,end_keyword,37,14,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\LinenoAndSource.py,close,37,14,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\LinenoAndSource.py,report,37,14,1,str
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\logging_listener.py,get_logging_listener_method,21,1,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\logging_listener.py,listener_method,21,1,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\original_and_resolved_name_v2.py,startTest,5,2,1,print
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\original_and_resolved_name_v2.py,end_test,5,2,1,print
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\original_and_resolved_name_v3.py,startTest,5,2,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\original_and_resolved_name_v3.py,end_test,5,2,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\RunKeywordWithNonStringArguments.py,run_keyword_with_non_string_arguments,3,1,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\timeouting_listener.py,start_keyword,12,6,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\timeouting_listener.py,end_keyword,12,6,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\timeouting_listener.py,log_message,12,6,1,TimeoutError
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,start_suite,76,29,2,"len, TestModifier"
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,end_suite,76,29,1,len
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,startTest,76,29,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,end_test,76,29,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,log_message,76,29,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,output_file,76,29,1,print
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,log_file,76,29,1,print
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,report_file,76,29,1,print
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,debug_file,76,29,1,print
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,xunit_file,76,29,1,print
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,close,76,29,1,print
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,not_implemented,76,29,1,SystemExit
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\v3.py,visit_test,76,29,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\verify_template_listener.py,start_test,9,2,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\imports\local_lib.py,__init__,5,4,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\imports\local_lib.py,some_kw,5,4,0,
C:/Users/DELL/robotframework\atest\testdata\output\listener_interface\imports\vars.py,get_variables,2,1,0,
C:/Users/DELL/robotframework\atest\testdata\parsing\custom\custom.py,parse,15,5,1,TestSuite
C:/Users/DELL/robotframework\atest\testdata\parsing\custom\CustomParser.py,__init__,36,16,0,
C:/Users/DELL/robotframework\atest\testdata\parsing\custom\CustomParser.py,parse,36,16,1,TypeError
C:/Users/DELL/robotframework\atest\testdata\parsing\custom\CustomParser.py,parse_init,36,16,2,"TestSuite, TypeError"
C:/Users/DELL/robotframework\atest\testdata\running\expbytevalues.py,get_variables,7,1,0,
C:/Users/DELL/robotframework\atest\testdata\running\NonAsciiByteLibrary.py,in_exception,8,4,1,Exception
C:/Users/DELL/robotframework\atest\testdata\running\NonAsciiByteLibrary.py,in_return_value,8,4,0,
C:/Users/DELL/robotframework\atest\testdata\running\NonAsciiByteLibrary.py,in_message,8,4,1,print
C:/Users/DELL/robotframework\atest\testdata\running\NonAsciiByteLibrary.py,in_multiline_message,8,4,1,print
C:/Users/DELL/robotframework\atest\testdata\running\pass_execution_library.py,raise_pass_execution_exception,6,2,1,PassExecution
C:/Users/DELL/robotframework\atest\testdata\running\pass_execution_library.py,call_pass_execution_method,6,2,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\running\StandardExceptions.py,failure,5,2,1,Failure
C:/Users/DELL/robotframework\atest\testdata\running\StandardExceptions.py,error,5,2,1,Error
C:/Users/DELL/robotframework\atest\testdata\running\timeouts_with_logging.py,rf_logger,31,4,1,_log_a_lot
C:/Users/DELL/robotframework\atest\testdata\running\timeouts_with_logging.py,python_logger,31,4,1,_log_a_lot
C:/Users/DELL/robotframework\atest\testdata\running\timeouts_with_logging.py,_log_a_lot,31,4,4,"AssertionError, current, info, sleep"
C:/Users/DELL/robotframework\atest\testdata\running\skip\skiplib.py,skip_with_message,7,3,1,SkipExecution
C:/Users/DELL/robotframework\atest\testdata\running\skip\skiplib.py,skip_with_custom_exception,7,3,1,CustomSkipException
C:/Users/DELL/robotframework\atest\testdata\running\stopping_with_signal\Library.py,busy_sleep,12,5,1,int
C:/Users/DELL/robotframework\atest\testdata\running\stopping_with_signal\Library.py,swallow_exception,12,5,2,"busy_sleep, AssertionError"
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\broken_containers.py,__iter__,20,7,2,"ValueError, type"
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\broken_containers.py,__getitem__,20,7,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\broken_containers.py,__len__,20,7,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\BuiltInPropertys.py,__init__,8,10,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\BuiltInPropertys.py,keyword,8,10,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\DynamicRegisteredLibrary.py,dynamic_run_keyword,9,5,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\DynamicRegisteredLibrary.py,get_keyword_names,9,5,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\DynamicRegisteredLibrary.py,run_keyword,9,5,1,dynamic_run_keyword
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\embedded_args.py,embedded,9,3,2,"keyword, print"
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\embedded_args.py,embedded_object,9,3,3,"keyword, print, AssertionError"
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\FailUntilSucceeds.py,__init__,13,6,1,int
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\FailUntilSucceeds.py,set_times_to_fail,13,6,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\FailUntilSucceeds.py,fail_until_retried_often_enough,13,6,1,Exception
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\get_user_dict.py,get_user_dict,6,1,1,UserDict
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\import_resource_vars.py,get_variables,2,1,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\length_variables.py,get_variables,29,16,5,"dict, CustomLen, LengthMethod, SizeMethod, LengthAttribute"
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\length_variables.py,__init__,29,16,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\length_variables.py,__len__,29,16,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\length_variables.py,length,29,16,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\length_variables.py,__str__,29,16,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\length_variables.py,size,29,16,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\length_variables.py,__str__,29,16,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\length_variables.py,__str__,29,16,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\NotRegisteringLibrary.py,my_run_keyword,3,1,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\numbers_to_convert.py,get_variables,10,6,1,MyObject
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\numbers_to_convert.py,__init__,10,6,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\numbers_to_convert.py,__int__,10,6,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\numbers_to_convert.py,__str__,10,6,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\objects_for_call_method.py,__init__,13,8,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\objects_for_call_method.py,my_method,13,8,1,RuntimeError
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\objects_for_call_method.py,kwargs,13,8,1,sorted
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\objects_for_call_method.py,__str__,13,8,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\RegisteredClass.py,run_keyword_if_method,8,4,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\RegisteredClass.py,run_keyword_method,8,4,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\RegisteringLibrary.py,run_keyword_function,7,2,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\RegisteringLibrary.py,run_keyword_without_keyword,7,2,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\times.py,get_timestamp_from_date,6,4,1,int
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\times.py,get_current_time_zone,6,4,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\UseBuiltIn.py,log_debug_message,14,5,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\UseBuiltIn.py,get_test_name,14,5,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\UseBuiltIn.py,set_secret_variable,14,5,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\UseBuiltIn.py,use_run_keyword_with_non_unicode_values,14,5,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\UseBuiltIn.py,user_keyword_via_run_keyword,14,5,1,BuiltIn
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\variable.py,__init__,6,4,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\variable.py,__str__,6,4,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\variables_to_import_2.py,get_variables,4,1,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\variables_to_verify.py,get_variables,27,1,3,"dict, ascii, OrderedDict"
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\reload_library\module_library.py,add_module_keyword,5,1,1,globals
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\reload_library\module_library.py,f,5,1,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\reload_library\Reloadable.py,get_keyword_names,26,11,1,list
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\reload_library\Reloadable.py,get_keyword_arguments,26,11,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\reload_library\Reloadable.py,get_keyword_documentation,26,11,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\reload_library\Reloadable.py,run_keyword,26,11,1,print
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\reload_library\StaticLibrary.py,add_static_keyword,8,3,2,"setattr, BuiltIn"
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\reload_library\StaticLibrary.py,f,8,3,0,
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\set_library_search_order\embedded.py,no_operation,12,3,2,"keyword, AssertionError"
C:/Users/DELL/robotframework\atest\testdata\standard_libraries\builtin\set_library_search_order\embedded.py,get_name,12,3,2,"keyword, AssertionError"
